Body,Sentiment
Got further than most on the app. Started a chat about a service I declined upon starting directv and finally when I got to chat supposedly to a human...... Guess what? They were able to chat but I couldn't type at all. Why is it everytime I get Directv I get a sports package charged to my I account that I specifically said multiple times I did not want. I setup autopay and low and behold I've been charged for months for a Regional Sports Package that I declined before they even asked. TYPICAL!,negative
Ridiculous! The AT&T app is suddenly a train wreck! I can no longer look at my DirecTV statement because of the stupid way the DirecTV website is set up now that it's a part of AT&T. The AT&T app works okay if all you want to do is look at AT&T stuff but somebody with some internet savvy needs to fix this mess with DirecTV.,negative
sucks,negative
my phone is hacked or sumem ! I would like to cancel my attandt account,negative
"TV went out myAT&T APP with data on my android phone to reset modem out.for wifi, no phone, no cable no internet little over $ 280 a month Do a lot of resets on the modem.",negative
always takes forever to load. previous app before the update was better.,negative
used to let me in the App 24/7... new update it locks me out... thank AT&T,negative
I can't sign onto my direct TV account,negative
It just shouldn't be hard to set up voicemail,negative
"my password never works, its extremely annoying!!!",negative
"slowest loading app ever. and most of the time doesn't even load. you would think they would invest in a better app. ""Please give us a moment. We're almost there."" and the circling wheel of death that just goes on and on.",negative
no good service,negative
No sirve nunca,negative
no sirve porque no puedo ver todo todo mi factura,negative
One of the worst apps I've encountered! This app makes your butt pucker and your IBS to go into overdrive!!!,negative
"this app sucks. it is constantly down. hard to manage texts, calls and data when this app does not work half the time. you'd think a company this big could manage an app that actually does what it says it does",negative
sucks,negative
as screwed up as my Verizon's,negative
It sucks. Never works,negative
"It always says its service ""has a hiccup"".. Cant do a damn thing!!!",negative
